,Job Title,Department,Age,Gender,Marital Status,Years of Service,Salary,Exited
3365,Product Manager,Sales & Marketing,32,Female,Married,5,149.79,0
3366,Telecom Technician,Sales & Marketing,56,Male,Married,4,324.08,0
3367,HR Specialist,Billing,56,Male,Single,5,419.29,0
3368,Project Manager,Field Operations,22,Male,Single,8,297.67,0
3369,Telecom Technician,Human Resources,47,Female,Single,4,451.17,0
3370,Network Engineer,Network Operations,33,Female,Single,8,410.75,0
3371,Telecom Technician,Customer Service,40,Male,Single,6,407.04,0
3372,Billing Specialist,Data Analytics,26,Male,Married,1,376.08,0
3373,Software Developer,Customer Service,42,Male,Married,6,593.63,0
3374,Product Manager,Field Operations,50,Female,Married,5,241.79,0
3375,HR Specialist,Sales & Marketing,47,Male,Married,6,210.92,0
3376,IT Support Engineer,Sales & Marketing,41,Male,Single,4,178.0,0
3377,Software Developer,Field Operations,49,Female,Married,5,609.67,0
3378,Data Scientist,Human Resources,29,Female,Single,4,478.13,0
3379,Telecom Technician,IT & Software,53,Male,Married,8,231.08,0
3380,Customer Support Agent,Field Operations,54,Female,Married,6,164.25,0
3381,Data Scientist,Field Operations,25,Female,Single,3,189.08,0
3382,Telecom Technician,Human Resources,35,Female,Married,4,448.42,0
3383,Software Developer,Sales & Marketing,33,Male,Married,2,391.0,0
3384,Data Scientist,Project Management,29,Female,Married,3,278.13,0
3385,HR Specialist,Billing,25,Female,Single,5,443.5,0
3386,Network Engineer,Network Operations,36,Male,Married,1,244.33,0
3387,Sales Executive,Data Analytics,31,Female,Married,3,287.17,0
3388,Software Developer,Data Analytics,29,Female,Married,8,507.54,0
3389,Telecom Technician,IT & Software,29,Female,Married,3,438.38,0
3390,IT Support Engineer,Field Operations,35,Male,Single,7,215.17,0
3391,Data Scientist,Network Operations,25,Female,Married,3,341.92,0
3392,Sales Executive,Human Resources,23,Male,Single,7,184.33,0
3393,Project Manager,Sales & Marketing,58,Male,Married,4,266.0,0
3394,Telecom Technician,Human Resources,57,Female,Married,8,312.33,0
3395,Data Scientist,Field Operations,44,Female,Married,5,318.13,0
3396,HR Specialist,Billing,25,Male,Married,4,403.79,0
3397,Telecom Technician,Project Management,36,Female,Single,7,455.29,0
3398,Product Manager,Field Operations,47,Female,Single,2,240.33,0
3399,Marketing Analyst,Human Resources,34,Female,Single,8,361.83,0
3400,Software Developer,Sales & Marketing,44,Male,Married,2,317.88,0
3401,Project Manager,Sales & Marketing,27,Female,Single,6,442.33,0
3402,Customer Support Agent,Field Operations,49,Female,Married,2,128.04,0
3403,Marketing Analyst,Project Management,50,Male,Married,4,462.79,0
3404,Software Developer,Human Resources,25,Female,Single,6,321.67,0
3405,Customer Support Agent,Human Resources,24,Female,Single,3,323.5,0
3406,Billing Specialist,Billing,28,Male,Married,8,462.75,0
3407,Sales Executive,Billing,42,Male,Married,1,468.5,0
3408,Telecom Technician,Sales & Marketing,48,Male,Single,2,416.79,0
3409,Software Developer,Human Resources,31,Female,Married,8,472.29,0
3410,Sales Executive,Billing,53,Male,Married,8,156.83,0
3411,Customer Support Agent,Customer Service,46,Female,Married,3,370.13,0
3412,Telecom Technician,Customer Service,50,Male,Married,6,451.42,0
3413,Network Engineer,Human Resources,35,Female,Single,4,310.0,0
3414,Project Manager,Human Resources,32,Female,Married,8,424.29,0
3415,Billing Specialist,Human Resources,58,Female,Married,2,188.0,0
3416,HR Specialist,IT & Software,26,Female,Single,6,189.58,0
3417,Data Scientist,Customer Service,27,Female,Single,1,258.67,0
3418,Billing Specialist,Network Operations,40,Female,Married,8,296.42,0
3419,Marketing Analyst,IT & Software,37,Female,Married,5,436.17,0
3420,Network Engineer,Customer Service,25,Male,Married,2,284.0,0
3421,Marketing Analyst,Field Operations,38,Male,Married,5,280.58,0
3422,Network Engineer,Project Management,23,Female,Married,4,334.04,0
3423,Sales Executive,Customer Service,56,Female,Married,8,532.5,0
3424,Customer Support Agent,Sales & Marketing,57,Male,Married,5,194.54,0
3425,Project Manager,IT & Software,41,Male,Single,8,337.38,0
3426,Telecom Technician,Data Analytics,23,Female,Single,3,394.42,0
3427,Network Engineer,Field Operations,47,Male,Married,2,355.79,0
3428,Network Engineer,Human Resources,43,Male,Married,7,574.5,0
3429,Sales Executive,Human Resources,46,Female,Married,8,441.54,0
3430,Customer Support Agent,Network Operations,34,Female,Married,8,228.17,0
3431,Data Scientist,IT & Software,34,Male,Single,4,452.63,0
3432,Billing Specialist,Project Management,51,Female,Single,8,414.88,0
3433,HR Specialist,Human Resources,57,Female,Single,6,530.38,0
3434,Network Engineer,Field Operations,40,Male,Single,2,464.33,0
3435,Customer Support Agent,Sales & Marketing,43,Female,Married,4,284.04,0
3436,Sales Executive,Network Operations,49,Female,Single,6,567.63,0
3437,Customer Support Agent,Field Operations,33,Male,Married,2,193.13,0
3438,Customer Support Agent,Network Operations,33,Female,Single,3,279.67,0
3439,Software Developer,Network Operations,33,Female,Married,6,256.08,0
3440,Software Developer,Data Analytics,50,Female,Single,7,457.29,0
3441,Billing Specialist,Data Analytics,56,Female,Married,4,510.25,0
3442,Software Developer,Sales & Marketing,25,Male,Single,3,320.67,0
3443,Billing Specialist,Human Resources,43,Female,Married,8,528.75,0
3444,Telecom Technician,Billing,53,Female,Married,8,375.58,0
3445,Network Engineer,Human Resources,52,Female,Single,4,342.29,0
3446,Product Manager,Sales & Marketing,35,Male,Single,6,364.83,0
3447,Marketing Analyst,Network Operations,29,Female,Married,4,378.75,0
3448,Billing Specialist,IT & Software,58,Male,Married,5,217.33,0
3449,Software Developer,Customer Service,55,Male,Single,3,489.92,0
3450,Telecom Technician,Sales & Marketing,23,Male,Married,6,299.42,0
3451,Sales Executive,IT & Software,34,Female,Married,4,296.54,0
3452,Data Scientist,Customer Service,50,Female,Single,6,582.38,0
3453,Network Engineer,Billing,41,Female,Married,2,619.13,0
3454,Project Manager,IT & Software,26,Male,Single,3,443.25,0
3455,Product Manager,Project Management,29,Male,Single,6,399.38,0
3456,Data Scientist,Human Resources,54,Male,Married,4,369.33,0
3457,IT Support Engineer,Human Resources,50,Male,Married,2,386.67,0
3458,Software Developer,Project Management,31,Male,Single,6,230.0,0
3459,Network Engineer,Human Resources,51,Female,Married,3,343.75,0
3460,Marketing Analyst,IT & Software,48,Male,Single,6,290.17,0
3461,IT Support Engineer,Sales & Marketing,47,Male,Single,2,492.25,0
3462,Customer Support Agent,Billing,26,Male,Married,2,312.83,0
3463,Network Engineer,IT & Software,32,Male,Married,8,404.5,0
3464,HR Specialist,Human Resources,58,Male,Married,7,324.25,0
3465,Sales Executive,Customer Service,23,Female,Married,8,251.58,0
3466,Billing Specialist,Data Analytics,39,Female,Single,1,449.79,0
3467,Billing Specialist,Field Operations,36,Male,Single,8,369.54,0
3468,Project Manager,Customer Service,53,Female,Married,8,379.33,0
3469,Software Developer,Network Operations,23,Female,Single,5,379.29,0
3470,Software Developer,Network Operations,51,Male,Single,6,250.83,0
3471,Marketing Analyst,Human Resources,33,Male,Married,1,354.54,0
3472,Sales Executive,Data Analytics,29,Female,Single,4,296.54,0
3473,IT Support Engineer,Human Resources,57,Male,Married,4,185.67,0
3474,Data Scientist,IT & Software,22,Male,Married,2,232.42,0
3475,Sales Executive,Data Analytics,57,Male,Single,7,538.42,0
3476,Billing Specialist,Data Analytics,54,Male,Married,7,585.75,0
3477,Product Manager,Data Analytics,55,Female,Single,3,168.25,0
3478,HR Specialist,Sales & Marketing,51,Female,Single,8,684.25,0
3479,Product Manager,Billing,41,Male,Single,1,535.42,0
3480,HR Specialist,Field Operations,25,Female,Single,8,538.54,0
3481,Project Manager,IT & Software,54,Male,Single,2,435.92,0
3482,Customer Support Agent,Sales & Marketing,44,Male,Married,6,345.75,0
3483,IT Support Engineer,Sales & Marketing,55,Male,Single,4,554.33,0
3484,IT Support Engineer,Human Resources,24,Male,Single,4,374.54,0
3485,Product Manager,Customer Service,40,Female,Single,7,331.88,0
3486,Software Developer,Customer Service,37,Male,Single,8,309.5,0
3487,IT Support Engineer,IT & Software,47,Male,Single,3,334.38,0
3488,HR Specialist,Billing,25,Male,Married,5,161.79,0
3489,Software Developer,Data Analytics,43,Female,Single,7,149.58,0
3490,Marketing Analyst,Human Resources,34,Male,Single,4,398.58,0
3491,Sales Executive,Sales & Marketing,32,Female,Married,2,574.79,0
3492,Customer Support Agent,IT & Software,31,Male,Single,8,460.04,0
3493,IT Support Engineer,Customer Service,53,Male,Married,5,416.83,0
3494,Network Engineer,Human Resources,22,Female,Married,2,310.5,0
3495,Network Engineer,Sales & Marketing,40,Female,Married,3,347.54,0
3496,HR Specialist,Billing,51,Male,Married,8,381.83,0
3497,Billing Specialist,Data Analytics,52,Female,Married,5,236.75,0
3498,Software Developer,IT & Software,22,Female,Single,3,668.0,0
3499,Sales Executive,Sales & Marketing,43,Female,Married,7,570.92,0
0,Marketing Analyst,Field Operations,31,Female,Single,4,338.54,1
1,Marketing Analyst,Field Operations,60,Female,Single,6,357.33,1
2,Marketing Analyst,Sales & Marketing,60,Male,Married,5,594.42,1
3,Software Developer,Data Analytics,26,Female,Married,7,439.58,1
4,Sales Executive,Project Management,60,Female,Married,2,737.92,1
5,Marketing Analyst,Customer Service,60,Female,Married,6,364.75,1
6,HR Specialist,Network Operations,26,Female,Married,2,325.58,1
7,Software Developer,Human Resources,49,Male,Married,7,345.58,1
8,Network Engineer,Project Management,35,Male,Married,2,159.38,1
9,Telecom Technician,Project Management,24,Female,Single,6,128.79,1
10,IT Support Engineer,Human Resources,60,Male,Single,3,175.29,1
11,Marketing Analyst,Sales & Marketing,60,Male,Single,2,569.17,1
12,Sales Executive,Customer Service,48,Male,Married,3,260.33,1
13,Billing Specialist,Human Resources,60,Male,Single,2,281.04,1
14,Data Scientist,Field Operations,57,Male,Single,8,526.33,1
15,Customer Support Agent,Project Management,60,Female,Single,4,461.62,1
16,Data Scientist,Customer Service,60,Female,Married,4,334.79,1
17,Network Engineer,Billing,51,Male,Married,8,438.17,1
18,Software Developer,IT & Software,60,Male,Married,2,282.79,1
19,Project Manager,Network Operations,22,Female,Single,7,434.38,1
20,Marketing Analyst,Human Resources,40,Male,Married,5,389.04,1
21,Software Developer,Data Analytics,51,Male,Single,3,132.83,1
22,Software Developer,Sales & Marketing,60,Male,Single,6,389.29,1
23,Customer Support Agent,Human Resources,60,Female,Married,2,356.0,1
24,Network Engineer,Field Operations,60,Female,Married,5,370.54,1
25,Network Engineer,Human Resources,47,Female,Married,6,358.0,1
26,Billing Specialist,Sales & Marketing,25,Female,Married,6,337.58,1
27,Billing Specialist,Sales & Marketing,54,Male,Single,3,405.79,1
28,Data Scientist,Billing,60,Female,Married,4,455.08,1
29,IT Support Engineer,Data Analytics,36,Male,Single,5,188.25,1
30,Marketing Analyst,Field Operations,55,Female,Married,6,289.25,1
31,HR Specialist,Network Operations,45,Male,Single,8,318.17,1
32,Network Engineer,Data Analytics,60,Female,Single,5,185.83,1
33,Project Manager,Field Operations,60,Female,Single,8,436.75,1
34,Customer Support Agent,Data Analytics,60,Female,Married,1,501.12,1
35,IT Support Engineer,Project Management,37,Female,Married,8,275.04,1
36,Billing Specialist,Project Management,50,Male,Married,6,286.42,1
37,HR Specialist,Network Operations,38,Male,Married,6,559.38,1
38,Telecom Technician,Network Operations,33,Female,Married,1,162.17,1
39,Product Manager,Field Operations,60,Male,Married,5,448.04,1
40,Software Developer,Field Operations,22,Female,Married,8,153.83,1
41,Product Manager,Billing,45,Male,Single,7,299.0,1
42,Software Developer,Project Management,48,Female,Single,2,324.33,1
43,Software Developer,Field Operations,28,Male,Married,6,250.17,1
44,Software Developer,Project Management,59,Male,Married,4,402.25,1
45,IT Support Engineer,Field Operations,60,Female,Married,3,345.75,1
46,Customer Support Agent,Field Operations,32,Female,Married,3,321.08,1
47,Billing Specialist,Network Operations,35,Male,Married,6,138.5,1
48,IT Support Engineer,Billing,60,Male,Single,3,645.75,1
49,Software Developer,Data Analytics,60,Male,Single,2,452.79,1
50,Software Developer,Customer Service,57,Female,Single,8,285.42,1
51,Network Engineer,Network Operations,33,Male,Married,2,307.67,1
52,IT Support Engineer,Field Operations,45,Male,Single,1,414.75,1
53,Sales Executive,Human Resources,28,Male,Married,5,209.29,1
54,Sales Executive,Customer Service,48,Male,Married,6,493.42,1
55,Sales Executive,IT & Software,25,Female,Married,4,317.92,1
56,Billing Specialist,Sales & Marketing,59,Female,Married,3,322.79,1
57,IT Support Engineer,Field Operations,60,Male,Married,2,391.83,1
58,Network Engineer,Billing,27,Female,Married,7,269.5,1
59,Marketing Analyst,Billing,60,Female,Married,3,452.29,1
60,Network Engineer,Billing,39,Female,Single,4,168.54,1
61,Telecom Technician,Data Analytics,60,Female,Single,3,398.75,1
62,Customer Support Agent,Billing,22,Female,Single,8,313.5,1
63,HR Specialist,Billing,57,Female,Married,2,213.17,1
64,Network Engineer,Customer Service,60,Male,Married,8,190.12,1
65,Data Scientist,Project Management,60,Male,Married,4,355.04,1
66,Project Manager,Field Operations,40,Male,Single,3,638.12,1
67,Project Manager,Sales & Marketing,51,Male,Single,8,398.38,1
68,HR Specialist,Project Management,60,Female,Married,5,338.33,1
69,Software Developer,Data Analytics,60,Female,Single,2,316.38,1
70,Marketing Analyst,Network Operations,57,Female,Single,7,149.08,1
71,Sales Executive,Billing,37,Male,Single,2,444.54,1
72,Data Scientist,Customer Service,47,Male,Single,2,193.75,1
73,IT Support Engineer,IT & Software,45,Male,Married,5,227.92,1
74,Software Developer,Data Analytics,22,Male,Married,8,222.38,1
75,IT Support Engineer,Human Resources,26,Male,Single,3,428.17,1
76,Network Engineer,Field Operations,45,Male,Single,6,247.38,1
77,Software Developer,Customer Service,60,Male,Married,3,249.79,1
78,Billing Specialist,Customer Service,60,Male,Married,4,290.25,1
79,Marketing Analyst,Network Operations,60,Male,Single,5,380.33,1
80,Software Developer,Billing,56,Male,Single,6,286.5,1
81,Software Developer,Network Operations,60,Female,Married,7,206.67,1
82,Sales Executive,Field Operations,59,Male,Single,4,345.54,1
83,Product Manager,Field Operations,60,Male,Married,8,231.5,1
84,Data Scientist,Billing,41,Female,Married,7,141.75,1
85,Marketing Analyst,IT & Software,51,Female,Single,6,484.5,1
86,Product Manager,Field Operations,42,Female,Married,8,328.62,1
87,Data Scientist,Human Resources,42,Male,Single,2,551.67,1
88,Network Engineer,Field Operations,50,Male,Single,5,287.58,1
89,IT Support Engineer,Human Resources,55,Female,Single,2,270.17,1
90,Marketing Analyst,Network Operations,44,Female,Single,6,621.88,1
91,IT Support Engineer,Billing,39,Male,Single,6,593.54,1
92,Sales Executive,Data Analytics,51,Female,Single,4,685.92,1
93,Sales Executive,Billing,60,Female,Single,7,323.04,1
94,Data Scientist,Network Operations,60,Female,Single,2,453.0,1
95,Data Scientist,Human Resources,34,Male,Single,6,303.42,1
96,Network Engineer,Network Operations,60,Male,Married,2,456.83,1
97,Project Manager,Customer Service,60,Female,Single,8,229.58,1
98,HR Specialist,Billing,39,Female,Single,3,394.92,1
99,Customer Support Agent,Billing,22,Female,Married,3,463.17,1
100,IT Support Engineer,IT & Software,60,Female,Single,6,189.33,1
101,Telecom Technician,Sales & Marketing,60,Male,Married,7,570.08,1
102,Marketing Analyst,Field Operations,44,Female,Single,8,300.38,1
103,Billing Specialist,Project Management,60,Female,Married,3,466.79,1
104,Marketing Analyst,IT & Software,23,Male,Single,5,429.88,1
105,Product Manager,Project Management,60,Female,Single,5,583.58,1
106,Network Engineer,Sales & Marketing,54,Female,Married,2,257.42,1
107,Telecom Technician,Field Operations,37,Female,Married,3,125.42,1
108,Product Manager,IT & Software,60,Female,Married,7,550.75,1
109,Marketing Analyst,Billing,60,Male,Single,1,545.54,1
110,Billing Specialist,Project Management,29,Male,Single,1,274.12,1
111,Marketing Analyst,Network Operations,58,Male,Single,7,394.83,1
112,Customer Support Agent,Customer Service,59,Male,Single,5,365.58,1
113,Data Scientist,Project Management,36,Female,Married,6,555.75,1
114,IT Support Engineer,Billing,48,Female,Married,7,432.79,1
115,Software Developer,Sales & Marketing,60,Male,Single,3,354.79,1
116,Software Developer,Network Operations,33,Male,Married,2,375.62,1
117,HR Specialist,Billing,32,Male,Married,1,520.75,1
118,Data Scientist,Billing,60,Female,Married,5,281.88,1
119,Product Manager,Data Analytics,41,Female,Married,2,150.12,1
120,Sales Executive,Sales & Marketing,31,Male,Single,4,229.29,1
121,HR Specialist,Customer Service,60,Female,Single,7,384.33,1
122,Billing Specialist,Network Operations,60,Male,Married,7,335.79,1
123,Product Manager,IT & Software,60,Male,Married,9,529.38,1
124,Software Developer,Field Operations,53,Female,Married,9,160.04,1
125,Sales Executive,Human Resources,60,Female,Married,2,371.88,1
126,Sales Executive,IT & Software,41,Female,Married,3,321.42,1
127,Marketing Analyst,Human Resources,42,Female,Single,4,597.62,1
128,Software Developer,Data Analytics,39,Male,Married,7,151.12,1
129,IT Support Engineer,Field Operations,60,Male,Single,7,286.29,1
130,Customer Support Agent,Human Resources,60,Male,Married,7,252.42,1
131,IT Support Engineer,Network Operations,57,Female,Single,7,274.75,1
132,Sales Executive,IT & Software,37,Male,Single,7,430.67,1
133,HR Specialist,Customer Service,60,Male,Married,10,258.75,1
134,Sales Executive,Human Resources,60,Male,Single,8,264.25,1
135,Software Developer,Billing,59,Male,Single,3,445.42,1
136,Project Manager,Billing,30,Female,Married,10,405.67,1
137,HR Specialist,IT & Software,53,Male,Married,5,232.62,1
138,Sales Executive,Network Operations,28,Female,Single,5,372.83,1
139,HR Specialist,Customer Service,60,Male,Single,10,455.17,1
140,Project Manager,Customer Service,60,Female,Single,4,503.92,1
141,IT Support Engineer,Customer Service,29,Female,Married,3,135.12,1
142,Billing Specialist,Human Resources,49,Female,Married,7,379.62,1
143,Telecom Technician,Project Management,60,Male,Single,4,336.08,1
144,Software Developer,IT & Software,22,Male,Single,6,273.25,1
145,IT Support Engineer,Customer Service,60,Male,Single,9,325.08,1
146,Software Developer,Project Management,60,Male,Single,1,382.75,1
147,Marketing Analyst,Field Operations,41,Male,Married,3,551.79,1
148,Marketing Analyst,Sales & Marketing,57,Male,Single,3,336.17,1
149,Project Manager,IT & Software,31,Female,Married,6,431.5,1
150,Software Developer,Customer Service,60,Male,Married,2,312.25,1
151,Project Manager,Billing,44,Female,Single,2,382.58,1
152,Software Developer,Sales & Marketing,42,Female,Single,7,737.33,1
153,Software Developer,Network Operations,44,Female,Married,2,690.04,1
154,Marketing Analyst,Network Operations,37,Male,Married,6,491.62,1
155,Project Manager,Human Resources,43,Male,Married,7,704.54,1
156,Software Developer,Project Management,55,Male,Married,7,304.42,1
157,HR Specialist,Project Management,48,Male,Single,2,288.38,1
158,Product Manager,Sales & Marketing,60,Female,Married,4,137.08,1
159,Marketing Analyst,Sales & Marketing,60,Female,Married,7,304.12,1
160,Data Scientist,Customer Service,40,Male,Single,4,208.08,1
161,Software Developer,Network Operations,52,Female,Married,3,296.67,1
162,Sales Executive,Data Analytics,60,Female,Married,3,303.0,1
163,Network Engineer,IT & Software,60,Female,Single,4,327.62,1
164,Project Manager,IT & Software,60,Male,Single,4,347.38,1
165,Data Scientist,Field Operations,38,Female,Married,2,173.88,1
166,Sales Executive,Project Management,39,Male,Single,4,352.25,1
167,HR Specialist,Human Resources,60,Male,Married,7,354.0,1
168,Telecom Technician,Customer Service,33,Male,Single,4,542.08,1
169,Marketing Analyst,Human Resources,35,Male,Married,7,228.5,1
170,Sales Executive,Sales & Marketing,32,Female,Single,2,204.5,1
171,Customer Support Agent,Network Operations,31,Female,Single,7,332.54,1
172,Billing Specialist,IT & Software,39,Female,Single,4,265.0,1
173,Product Manager,Billing,60,Male,Married,1,505.67,1
174,Product Manager,Billing,46,Male,Married,7,189.58,1
175,IT Support Engineer,Sales & Marketing,42,Female,Married,10,486.25,1
176,Telecom Technician,Sales & Marketing,26,Female,Single,4,180.62,1
177,Billing Specialist,Customer Service,39,Female,Married,4,684.42,1
178,Billing Specialist,IT & Software,60,Female,Single,4,706.38,1
179,Customer Support Agent,Billing,37,Female,Married,4,354.88,1
180,Telecom Technician,IT & Software,60,Male,Single,4,273.0,1
181,Marketing Analyst,Field Operations,36,Female,Married,9,565.12,1
182,HR Specialist,Billing,40,Male,Single,2,328.42,1
183,Marketing Analyst,Sales & Marketing,31,Female,Single,2,189.75,1
184,Data Scientist,Sales & Marketing,50,Female,Married,10,146.83,1
185,Software Developer,Sales & Marketing,31,Male,Single,7,386.5,1
186,Customer Support Agent,IT & Software,28,Male,Married,8,389.38,1
187,Customer Support Agent,Sales & Marketing,38,Male,Married,4,368.5,1
188,Telecom Technician,IT & Software,31,Male,Single,7,252.0,1
189,Telecom Technician,IT & Software,23,Male,Single,7,429.12,1
190,Data Scientist,Billing,35,Female,Single,1,376.92,1
191,Telecom Technician,Billing,31,Male,Married,7,389.75,1
192,Telecom Technician,Field Operations,49,Female,Single,2,638.38,1
193,Project Manager,Network Operations,31,Female,Married,4,202.08,1
194,Telecom Technician,Network Operations,60,Female,Married,4,132.42,1
195,Marketing Analyst,Project Management,28,Male,Married,5,398.42,1
196,Data Scientist,Billing,27,Male,Single,4,332.75,1
197,Network Engineer,Field Operations,60,Female,Married,2,374.42,1
198,Customer Support Agent,IT & Software,57,Female,Single,5,347.08,1
199,Customer Support Agent,Sales & Marketing,36,Female,Single,10,199.67,1
200,Sales Executive,Billing,60,Female,Married,2,492.62,1
201,Telecom Technician,IT & Software,60,Female,Single,4,285.83,1
202,Project Manager,Customer Service,39,Female,Married,7,437.12,1
203,Billing Specialist,Billing,56,Female,Married,6,461.75,1
204,Customer Support Agent,IT & Software,60,Female,Single,10,283.92,1
205,Sales Executive,Data Analytics,60,Male,Single,4,226.83,1
206,Sales Executive,Network Operations,32,Female,Married,9,236.04,1
207,Data Scientist,Human Resources,60,Male,Married,4,548.92,1
208,Product Manager,Customer Service,60,Male,Single,2,251.58,1
209,HR Specialist,Customer Service,60,Female,Single,8,279.75,1
210,Product Manager,Sales & Marketing,29,Male,Single,5,292.04,1
211,Network Engineer,Project Management,48,Female,Married,10,155.29,1
212,Data Scientist,Sales & Marketing,27,Male,Married,7,493.0,1
213,Marketing Analyst,Sales & Marketing,60,Female,Single,4,550.67,1
214,Data Scientist,Human Resources,45,Male,Married,9,636.54,1
215,Marketing Analyst,Data Analytics,60,Male,Married,8,356.5,1
216,Telecom Technician,Sales & Marketing,60,Female,Married,7,393.08,1
217,Network Engineer,Data Analytics,56,Female,Married,3,389.29,1
218,IT Support Engineer,Sales & Marketing,55,Female,Married,8,385.29,1
219,Customer Support Agent,IT & Software,60,Male,Single,7,302.88,1
220,Marketing Analyst,Data Analytics,43,Male,Married,2,362.67,1
221,Telecom Technician,Data Analytics,29,Male,Single,9,308.29,1
222,Customer Support Agent,Data Analytics,60,Male,Married,7,394.54,1
223,Marketing Analyst,Data Analytics,35,Female,Married,7,463.58,1
224,IT Support Engineer,Network Operations,26,Female,Single,2,423.29,1
225,Customer Support Agent,Customer Service,29,Male,Married,4,125.83,1
226,IT Support Engineer,Human Resources,28,Female,Married,4,498.67,1
227,Telecom Technician,Sales & Marketing,54,Male,Married,4,334.29,1
228,Customer Support Agent,IT & Software,22,Male,Married,4,288.88,1
229,Product Manager,Field Operations,30,Male,Single,4,381.04,1
230,Data Scientist,IT & Software,56,Female,Married,10,332.79,1
231,Network Engineer,Human Resources,57,Male,Single,5,600.0,1
232,Telecom Technician,Human Resources,60,Male,Married,1,659.58,1
233,Telecom Technician,Sales & Marketing,60,Female,Married,7,292.38,1
234,Telecom Technician,Sales & Marketing,56,Female,Single,8,356.5,1
235,Telecom Technician,Network Operations,42,Male,Single,1,447.08,1
236,Customer Support Agent,Billing,39,Male,Single,2,546.08,1
237,Telecom Technician,IT & Software,45,Female,Single,9,287.0,1
238,IT Support Engineer,Billing,39,Male,Married,7,539.12,1
239,Customer Support Agent,Project Management,49,Female,Single,3,559.88,1
240,Marketing Analyst,Customer Service,45,Female,Married,8,349.54,1
241,Billing Specialist,Project Management,24,Male,Single,4,313.08,1
242,Product Manager,Billing,60,Male,Married,6,145.17,1
243,Telecom Technician,Billing,60,Female,Single,4,416.67,1
244,Network Engineer,Network Operations,44,Female,Single,2,592.92,1
245,Data Scientist,Network Operations,60,Male,Married,1,473.75,1
246,Network Engineer,Field Operations,60,Female,Married,9,448.29,1
247,Marketing Analyst,Customer Service,29,Male,Married,2,325.75,1
248,Project Manager,Human Resources,39,Male,Married,3,205.62,1
249,Telecom Technician,Billing,23,Male,Single,8,570.38,1
250,Software Developer,Data Analytics,50,Male,Single,10,304.38,1
251,Marketing Analyst,Billing,41,Male,Single,5,383.0,1
252,Data Scientist,IT & Software,60,Female,Married,6,388.0,1
253,Data Scientist,Sales & Marketing,44,Male,Single,4,312.0,1
254,Marketing Analyst,Billing,43,Male,Single,9,181.54,1
255,Product Manager,Field Operations,49,Female,Single,9,569.92,1
256,Customer Support Agent,Human Resources,59,Male,Single,7,157.79,1
257,IT Support Engineer,Data Analytics,56,Female,Single,7,583.29,1
258,IT Support Engineer,Project Management,60,Male,Single,4,604.67,1
259,Customer Support Agent,Network Operations,41,Female,Married,6,198.58,1
260,IT Support Engineer,Network Operations,58,Female,Single,1,657.62,1
261,Telecom Technician,Project Management,27,Female,Married,7,376.0,1
262,Sales Executive,Sales & Marketing,60,Female,Married,6,225.0,1
263,Network Engineer,Project Management,54,Male,Married,4,449.75,1
264,Product Manager,Network Operations,54,Female,Married,10,647.0,1
265,Product Manager,Customer Service,46,Male,Married,9,362.38,1
266,Data Scientist,Field Operations,60,Female,Married,2,195.0,1
267,Project Manager,Sales & Marketing,53,Female,Single,4,420.04,1
268,Customer Support Agent,Human Resources,60,Female,Married,7,200.0,1
269,Software Developer,Human Resources,60,Male,Married,4,452.0,1
270,Data Scientist,Field Operations,27,Female,Married,4,351.42,1
271,Software Developer,Project Management,60,Female,Single,4,217.83,1
272,IT Support Engineer,Project Management,27,Female,Single,4,199.04,1
273,Software Developer,Customer Service,23,Female,Single,7,236.58,1
274,IT Support Engineer,IT & Software,27,Female,Single,10,404.25,1
275,Billing Specialist,Data Analytics,27,Female,Single,8,463.17,1
276,Network Engineer,Sales & Marketing,37,Male,Married,2,371.58,1
277,HR Specialist,Network Operations,33,Male,Single,1,466.79,1
278,Marketing Analyst,Data Analytics,37,Female,Single,4,172.04,1
279,Sales Executive,Project Management,60,Male,Married,1,335.83,1
280,Data Scientist,Data Analytics,58,Male,Married,1,346.42,1
281,Data Scientist,Network Operations,29,Male,Married,7,405.54,1
282,Project Manager,IT & Software,60,Female,Married,2,240.33,1
283,IT Support Engineer,Field Operations,60,Male,Married,5,528.67,1
284,Telecom Technician,Field Operations,60,Male,Married,7,192.42,1
285,Marketing Analyst,Billing,48,Male,Single,9,274.04,1
286,IT Support Engineer,Network Operations,44,Female,Married,2,407.5,1
287,Marketing Analyst,Field Operations,56,Female,Single,1,276.12,1
288,Data Scientist,Sales & Marketing,42,Female,Single,5,236.92,1
289,Network Engineer,Customer Service,57,Male,Married,7,152.04,1
290,Customer Support Agent,Human Resources,52,Female,Married,8,208.38,1
291,Sales Executive,Billing,60,Male,Single,9,340.79,1
292,Software Developer,IT & Software,51,Female,Single,8,334.38,1
293,Billing Specialist,Billing,44,Female,Married,1,369.75,1
294,Network Engineer,Billing,59,Male,Single,7,451.54,1
295,IT Support Engineer,Sales & Marketing,39,Male,Married,3,613.79,1
296,IT Support Engineer,IT & Software,40,Female,Married,2,479.33,1
297,IT Support Engineer,IT & Software,60,Male,Married,2,443.38,1
298,IT Support Engineer,Data Analytics,39,Male,Married,7,147.42,1
299,Customer Support Agent,IT & Software,60,Male,Single,4,198.08,1
300,Project Manager,Network Operations,45,Female,Married,4,171.38,1
301,Project Manager,Customer Service,53,Male,Single,3,294.5,1
